subsection,section,data,tags
33,7,"Worldwide, diocesan tribunals completed over 49000 cases for nullity of marriage in 2006. Over the past 30 years about 55 to 70% of annulments have occurred in the United States. The growth in annulments has been substantial; in the United States, 27,000 marriages were annulled in 2006, compared to 338 in 1968. However, approximately 200,000 married Catholics in the United States divorce each year; 10 million total as of 2006[update]. [note 14] Divorce is increasing in some predominantly Catholic countries in Europe. In some predominantly Catholic countries, it is only in recent years that divorce was introduced (e.g. Italy (1970), Portugal (1975), Brazil (1977), Spain (1981), Ireland (1996), Chile (2004) and Malta (2011), while the Philippines and the Vatican City have no procedure for divorce. (The Philippines does, however, allow divorce for Muslims.)",p
33,7,"The church teaches that sexual intercourse should only take place between a man and woman who are married to each other, and should be without the use of birth control or contraception. In his encyclical Humanae vitae (1968), Pope Paul VI firmly rejected all contraception, thus contradicting dissenters in the church that saw the birth control pill as an ethically justifiable method of contraception, though he permitted the regulation of births by means of natural family planning. This teaching was continued especially by John Paul II in his encyclical Evangelium Vitae, where he clarified the church's position on contraception, abortion and euthanasia by condemning them as part of a ""culture of death"" and calling instead for a ""culture of life"".",p
33,7,"Many Western Catholics have voiced significant disagreement with the church's teaching on contraception. Catholics for Choice, a political lobbyist group which is not associated with the Catholic Church, stated in 1998 that 96% of U.S. Catholic women had used contraceptives at some point in their lives and that 72% of Catholics believed that one could be a good Catholic without obeying the church's teaching on birth control. Use of natural family planning methods among United States Catholics purportedly is low, although the number cannot be known with certainty.[note 15] As Catholic health providers are among the largest providers of services to patients with HIV/AIDS worldwide, there is significant controversy within and outside the church regarding the use of condoms as a means of limiting new infections, as condom use ordinarily constitutes prohibited contraceptive use.",p
33,7,"Similarly, the Catholic Church opposes in vitro fertilization (IVF), saying that the artificial process replaces the love between a husband and wife. In addition, it opposes IVF because it might cause disposal of embryos; Catholics believe an embryo is an individual with a soul who must be treated as such. For this reason, the church also opposes abortion.",p
33,7,"The Catholic Church also teaches that ""homosexual acts"" are ""contrary to the natural law"", ""acts of grave depravity"" and ""under no circumstances can they be approved"", but that persons experiencing homosexual tendencies must be accorded respect and dignity. According to the Catechism of the Catholic Church,",p
33,7,"The number of men and women who have deep-seated homosexual tendencies is not negligible. This inclination, which is objectively disordered, constitutes for most of them a trial. They must be accepted with respect, compassion, and sensitivity. Every sign of unjust discrimination in their regard should be avoided… Homosexual persons are called to chastity. By the virtues of self-mastery that teach them inner freedom, at times by the support of disinterested friendship, by prayer and sacramental grace, they can and should gradually and resolutely approach Christian perfection.",p
33,7,"This part of the Catechism was quoted by Pope Francis in a 2013 press interview in which he remarked, when asked about an individual:",p
33,7,"I think that when you encounter a person like this [the individual he was asked about], you must make a distinction between the fact of a person being gay from the fact of being a lobby, because lobbies, all are not good. That is bad. If a person is gay and seeks the Lord and has good will, well who am I to judge them?",p
33,7,"This remark and others made in the same interview were seen as a change in the tone, but not in the substance of the teaching of the church, which includes opposition to same-sex marriage. Certain dissenting Catholic groups oppose the position of the Catholic Church and seek to change it.",p
34,7,Holy orders and women,h3
34,7,"Women and men religious engage in a variety of occupations, from contemplative prayer, to teaching, to providing health care, to working as missionaries. While Holy Orders are reserved for men, Catholic women have played diverse roles in the life of the church, with religious institutes providing a formal space for their participation and convents providing spaces for their self-government, prayer and influence through many centuries. Religious sisters and nuns have been extensively involved in developing and running the church's worldwide health and education service networks.",p
34,7,"Efforts in support of the ordination of women to the priesthood led to several rulings by the Roman Curia or popes against the proposal, as in Declaration on the Question of the Admission of Women to the Ministerial Priesthood (1976), Mulieris Dignitatem (1988) and Ordinatio sacerdotalis (1994). According to the latest ruling, found in Ordinatio sacerdotalis, Pope John Paul II affirmed that the Catholic Church ""does not consider herself authorized to admit women to priestly ordination"". In defiance of these rulings, opposition groups such as Roman Catholic Womenpriests have performed ceremonies they affirm as sacramental ordinations (with, reputedly, an ordaining male Catholic bishop in the first few instances) which, according to canon law, are both illicit and invalid and considered mere simulations of the sacrament of ordination. [note 16] The Congregation for the Doctrine of the Faith responded by issuing a statement clarifying that any Catholic bishops involved in ordination ceremonies for women, as well as the women themselves if they were Catholic, would automatically receive the penalty of excommunication (latae sententiae, literally ""with the sentence already applied"", i.e. automatically), citing canon 1378 of canon law and other church laws.",p
35,7,Sexual abuse cases,h3
35,7,"From the 1990s, the issue of sexual abuse of minors by Catholic clergy and other church members has become the subject of civil litigation, criminal prosecution, media coverage and public debate in countries around the world. The Catholic Church has been criticized for its handling of abuse complaints when it became known that some bishops had shielded accused priests, transferring them to other pastoral assignments where some continued to commit sexual offences.",p
35,7,"In response to the scandal, formal procedures have been established to help prevent abuse, encourage the reporting of any abuse that occurs and to handle such reports promptly, although groups representing victims have disputed their effectiveness. In 2014, Pope Francis instituted the Pontifical Commission for the Protection of Minors for the safeguarding of minors.",p
36,8,See also,h2
37,9,Notes,h2
